093600, 093600, 68495, 0
095100, 095100, 68496, 0
100600, 100600, 68497, 0
102100, 102100, 68498, 0
103600, 103600, 68499, 0
105100, 105100, 68500, 0
110600, 110600, 68501, 0
112100, 112100, 68502, 0
113600, 113600, 68503, 0
115100, 115100, 68504, 0
120600, 121453, 68505, 533
122100, 122100, 68506, 0
123600, 123600, 68507, 0
125100, 125100, 68508, 0
130600, 130600, 68509, 0
142100, 142100, 68514, 0
143600, 143600, 68515, 0
145100, 145100, 68516, 0
150600, 150600, 68517, 0
152100, 152100, 68518, 0
153600, 153600, 68519, 0
155100, 155100, 68520, 0
160600, 160600, 68521, 0
162100, 162100, 68522, 0
163600, 163600, 68523, 0
165100, 165100, 68524, 0
170600, 170600, 68525, 0
172100, 172100, 68526, 0
173600, 173600, 68527, 0
175100, 175100, 68528, 0
182100, 182100, 68530, 0
183600, 183600, 68531, 0
185100, 185100, 68532, 0
190600, 190600, 68533, 0
192100, 192100, 68534, 0
193600, 193600, 68535, 0
195100, 195100, 68536, 0
200600, 200600, 68537, 0
