29782,100611,3000,3000,233,233,233,233,171,236,236
29783,101245,405,405,466,466,466,466,466,466,393
29784,101403,87,87,87,35,35,35,35,35,-77
29785,102200,0,96,96,67,67,67,67,67,0
29786,103306,126,70,137,137,137,137,93,93,41
29787,104920,3000,374,374,374,374,374,482,553,476
29788,105115,135,62,62,62,94,94,31,105,37
29789,110153,233,188,246,246,317,317,256,256,256
29790,110700,0,0,0,77,77,77,77,111,33
29791,111904,184,91,151,151,151,151,113,219,151
29792,112600,0,45,45,45,45,45,75,75,36
29793,113812,192,178,255,255,255,255,218,218,117
29794,114813,253,420,420,420,420,454,451,451,391
29795,115606,186,186,261,261,261,261,197,197,121
29796,120529,209,307,367,367,367,405,405,405,337
29797,121833,3000,264,324,324,324,324,324,324,324
29798,122000,0,33,33,82,82,82,82,82,20
29799,122800,0,95,95,95,95,97,117,3000,42
29800,123700,0,56,56,56,28,28,28,73,14
29801,124729,149,208,304,304,304,339,339,403,332
29802,125400,0,0,0,0,0,0,0,3000,3000
29803,130200,0,-54,17,17,3000,77,77,117,117
29804,131458,3000,154,221,221,221,259,259,184,184
29805,132326,266,179,179,244,244,244,203,290,290
29806,132800,0,113,113,113,132,132,132,39,39
29807,133712,12,12,0,-6,-6,-6,-6,-6,-69
29808,134600,0,15,80,80,80,80,80,80,15
29809,135704,124,94,141,210,210,210,244,333,3000
29810,140739,272,177,177,177,177,227,163,163,163
29811,141300,0,-44,-44,-44,6,6,6,3000,-97
29812,142200,0,0,-4,0,0,25,0,25,0
29813,143133,93,93,93,93,65,65,0,0,0
29814,144128,208,127,127,127,160,160,160,160,134
29815,144715,15,15,15,15,15,2,0,2,0
29816,145442,42,0,0,-5,-5,-5,0,3000,-85
29817,150100,0,0,0,-67,-67,-67,0,3000,-113
29818,150816,16,-70,-70,0,-9,-9,3000,3000,-167
29819,151658,118,129,129,206,206,206,142,244,182
29820,152442,102,11,89,89,3000,89,100,0,2
29821,153339,3000,0,99,99,99,99,99,99,99
29822,153639,-21,-21,-21,-28,15,15,15,15,0
29823,154400,0,0,0,0,0,-43,0,0,-92
29824,155217,77,-7,-7,-7,34,34,34,72,72
29825,155800,0,9,9,0,0,75,3000,3000,3000
29828,165204,3000,3000,3000,1497,1497,1497,1547,1547,3000
29830,165308,1088,1150,1150,1150,1147,1147,1123,1123,1123
29829,165359,1574,1501,1589,1589,1521,1589,3000,1511,1450
29831,170045,1125,1260,1295,1295,1295,1295,1295,1235,1235
29832,170744,3000,3000,936,936,936,936,907,936,907
29833,171552,1252,1116,1116,1116,1112,1116,1032,1032,972
29834,172408,1328,1328,1328,1328,1328,1328,1315,3000,3000
29836,173512,1152,1068,1068,1068,1068,1068,1068,1054,1054
29835,173623,1789,1707,3000,1643,1643,1643,1643,1593,1505
29837,174455,3000,1036,1126,1126,1126,1126,1091,1189,1127
29839,175611,1235,1211,1280,1280,1280,1280,1215,1215,1127
29838,175955,1855,1773,1773,1773,1766,1773,1708,1708,1708
29841,180015,675,749,749,791,791,791,718,718,641
29840,180231,1270,1412,1412,1412,1412,1412,1471,1471,1424
29842,180401,541,697,697,3000,662,662,574,574,515
29843,180726,326,736,736,801,801,801,801,742,742
29844,181919,755,669,669,740,740,740,714,714,3000
29845,181924,264,200,200,200,200,200,222,139,57
29847,184154,3000,708,708,748,748,748,748,795,795
29849,184400,0,0,0,0,54,54,54,-11,-11
29848,184413,3000,3000,235,230,230,230,231,231,231
29846,184433,3000,1270,1319,1319,1319,1319,1233,1232,1232
29850,185917,3000,251,251,312,312,312,293,312,312
29851,191100,3000,354,354,379,354,379,386,379,379
29852,191653,353,238,303,303,303,303,303,303,199
29853,192000,0,20,20,20,20,20,20,4,4
29854,193026,26,26,108,108,108,108,108,108,108
29855,194117,77,8,80,80,80,80,13,13,-66
29856,195134,94,66,94,66,111,125,125,111,48
29857,200504,333,304,410,410,410,450,450,435,435
29858,201000,0,0,68,68,68,68,0,0,0
29859,202145,45,45,45,45,45,45,5,5,3000
29860,203725,3000,79,136,136,136,136,118,118,73
29861,204723,143,143,226,226,226,226,226,226,141
29862,205700,0,179,241,241,241,241,187,187,108
29863,211247,3000,58,146,146,146,146,181,181,106
29864,212548,348,348,502,502,502,502,502,502,502
29865,213200,0,0,0,26,26,26,117,117,38
29866,214432,32,72,136,136,136,136,169,169,59
29867,220020,260,263,263,263,263,344,344,3000,251
29868,220848,108,108,178,178,178,178,246,246,246
29869,222000,0,9,9,41,41,41,41,9,9
29870,223520,20,20,18,18,18,18,18,-61,-138
29871,224900,0,63,63,97,97,97,97,97,9
29872,230309,9,86,86,86,86,86,86,12,12
29873,231700,0,73,160,160,160,160,160,160,99
29874,232900,0,31,31,64,64,64,64,0,-9
29875,234243,-17,56,56,56,105,105,105,3000,24
29876,235749,49,-16,50,50,50,50,27,3000,-43
29877,001146,46,131,131,131,131,131,169,169,74
29878,002630,268,268,268,268,268,268,268,200,129
29879,004307,187,213,296,296,296,296,227,227,144
29880,005532,121,121,121,121,121,121,121,121,121
