002000, 002000, 65425, 0
012000, 012000, 65426, 0
022000, 022000, 65427, 0
074600, 074600, 65566, 0
081600, 081600, 65567, 0
084600, 084600, 65568, 0
091000, 091000, 65569, 0
094000, 094000, 65570, 0
104000, 104000, 65572, 0
111000, 111000, 65573, 0
114000, 114000, 65574, 0
121000, 121000, 65575, 0
131000, 131000, 65577, 0
144000, 144000, 65580, 0
151000, 151000, 65581, 0
154000, 154000, 65582, 0
161000, 161000, 65583, 0
164000, 164000, 65584, 0
171000, 171000, 65585, 0
174000, 174000, 65586, 0
181000, 181000, 65587, 0
184000, 184000, 65588, 0
191200, 191200, 65589, 0
194300, 194300, 65590, 0
