074900, 074937, 39909, 37
081900, 082040, 39910, 100
085000, 085111, 39911, 71
092300, 092300, 39912, 0
095400, 095400, 39913, 0
102100, 102117, 39914, 17
104100, 104247, 39915, 107
110100, 110303, 39916, 123
112200, 112200, 39917, 0
114200, 114946, 39918, 466
120200, 120245, 39919, 45
122300, 122513, 39920, 133
124300, 124756, 39921, 296
130300, 130240, 39922, -20
142400, 142400, 39926, 0
144400, 144517, 39927, 77
150400, 150524, 39928, 84
152300, 152300, 39929, 0
154300, 154340, 39930, 40
160300, 160331, 39931, 31
162300, 162304, 39932, 4
164200, 164200, 39933, 0
170200, 170200, 39934, 0
172200, 172356, 39935, 116
174200, 174224, 39936, 24
180100, 180632, 39937, 332
183100, 183536, 39938, 276
190100, 190227, 39939, 87
193100, 193322, 39940, 142
200000, 200028, 39941, 28
