003000, 003000, 61962, 0
010500, 010500, 61963, 0
080000, 080000, 62317, 0
083000, 083000, 62318, 0
090000, 090000, 62319, 0
093000, 093000, 62320, 0
103000, 103000, 62322, 0
110000, 110000, 62323, 0
112000, 112000, 62324, 0
114000, 114000, 62325, 0
120000, 120000, 62326, 0
122000, 122000, 62327, 0
124000, 124000, 62328, 0
130000, 130000, 62329, 0
144000, 144000, 62334, 0
150000, 150000, 62335, 0
152000, 152000, 62336, 0
154000, 154000, 62337, 0
160000, 160000, 62338, 0
164000, 164000, 62340, 0
170000, 170000, 62341, 0
172000, 172000, 62342, 0
174000, 174000, 62343, 0
180000, 180000, 62344, 0
184000, 184000, 62346, 0
190000, 190000, 62347, 0
192000, 192000, 62348, 0
194000, 194000, 62349, 0
200000, 200000, 62350, 0
