005000, 005000, 70879, 0
012000, 012000, 70881, 0
015000, 015000, 70883, 0
022000, 022000, 70885, 0
103200, 103200, 71247, 0
105200, 105200, 71249, 0
111200, 111200, 71251, 0
113200, 113200, 71253, 0
115200, 115200, 71255, 0
121200, 121200, 71257, 0
123200, 123200, 71259, 0
125200, 125200, 71261, 0
131200, 131200, 71263, 0
143200, 143200, 71271, 0
145200, 145200, 71273, 0
151200, 151200, 71275, 0
153200, 153200, 71277, 0
155200, 155200, 71279, 0
161200, 161200, 71281, 0
163200, 163200, 71283, 0
165200, 165200, 71285, 0
171200, 171200, 71287, 0
173200, 173200, 71289, 0
175300, 175300, 71291, 0
181300, 181300, 71293, 0
183300, 183300, 71295, 0
185300, 185300, 71297, 0
191400, 191400, 71299, 0
