080100, 080100, 63205, 0
083100, 083100, 63206, 0
090000, 090000, 63207, 0
093000, 093000, 63208, 0
100000, 100000, 63209, 0
103000, 103000, 63210, 0
110000, 110000, 63211, 0
113000, 113000, 63212, 0
120000, 120000, 63213, 0
123000, 123000, 63214, 0
125400, 125400, 63215, 0
142400, 142400, 63218, 0
145400, 145400, 63219, 0
152400, 152400, 63220, 0
155400, 155400, 63221, 0
162400, 162400, 63222, 0
165400, 165400, 63223, 0
172400, 172400, 63224, 0
175400, 175400, 63225, 0
182400, 182400, 63226, 0
185400, 185400, 63227, 0
193300, 193300, 63228, 0
200300, 200300, 63229, 0
