003500, 003500, 64013, 0
013500, 013500, 64014, 0
023500, 023500, 64015, 0
092000, 092000, 64271, 0
095000, 095000, 64272, 0
102000, 102000, 64273, 0
105000, 105000, 64274, 0
112000, 112000, 64275, 0
115000, 115000, 64276, 0
122000, 122000, 64277, 0
124700, 124700, 64278, 0
141700, 141700, 64281, 0
144700, 144700, 64282, 0
151700, 151700, 64283, 0
154700, 154700, 64284, 0
161700, 161700, 64285, 0
164700, 164700, 64286, 0
171700, 171700, 64287, 0
174700, 174700, 64288, 0
181700, 181700, 64289, 0
184700, 184700, 64290, 0
192300, 192300, 64291, 0
195300, 195300, 64292, 0
