001100, 001100, 69902, 0
002600, 002600, 69903, 0
004100, 004100, 69904, 0
011100, 011100, 69905, 0
075600, 075600, 70263, 0
081100, 081100, 70264, 0
082600, 082600, 70265, 0
084100, 084100, 70266, 0
085600, 085600, 70267, 0
091000, 091000, 70268, 0
092300, 092300, 70269, 0
093800, 093800, 70270, 0
095300, 095300, 70271, 0
100800, 100800, 70272, 0
102300, 102300, 70273, 0
103800, 103800, 70274, 0
105300, 105300, 70275, 0
110800, 110800, 70276, 0
112300, 112300, 70277, 0
113800, 113800, 70278, 0
115300, 115300, 70279, 0
120800, 120800, 70280, 0
122300, 122300, 70281, 0
123800, 123800, 70282, 0
125300, 125300, 70283, 0
130800, 130800, 70284, 0
142300, 142300, 70289, 0
143800, 143800, 70290, 0
145300, 145300, 70291, 0
150800, 150800, 70292, 0
152300, 152300, 70293, 0
153800, 153800, 70294, 0
155300, 155300, 70295, 0
160800, 160800, 70296, 0
162300, 162300, 70297, 0
163800, 163800, 70298, 0
165300, 165300, 70299, 0
170800, 170800, 70300, 0
172300, 172300, 70301, 0
173800, 173800, 70302, 0
175300, 175300, 70303, 0
180800, 180800, 70304, 0
182300, 182300, 70305, 0
183800, 183800, 70306, 0
185300, 185300, 70307, 0
191000, 191000, 70308, 0
192600, 192600, 70309, 0
194100, 194100, 70310, 0
195600, 195600, 70311, 0
