29750,061435,3000,123,117,117,117,117,117,183,323
29751,062006,6,79,79,79,79,79,137,137,227
29752,063151,-9,-9,0,0,0,0,177,177,105
29753,064120,-40,44,44,44,74,74,0,0,-78
29754,065536,216,216,216,216,201,201,201,216,152
29755,070956,3000,230,230,230,230,230,230,266,193
29756,071305,65,152,152,152,152,125,125,125,10
29757,072010,70,70,70,18,18,18,18,18,-43
29758,073040,340,251,251,251,251,251,288,288,242
29759,073256,-4,61,61,61,95,95,53,122,54
29760,073831,31,0,4,4,4,4,4,-59,-59
29761,074413,73,73,73,129,129,129,82,82,3000
29762,075113,193,131,131,194,194,194,194,219,221
29763,075539,99,120,120,120,120,155,155,134,134
29764,080206,6,6,6,74,74,74,118,246,172
29765,080821,21,21,21,21,15,21,83,83,100
29766,081538,38,37,37,37,37,122,215,215,195
29767,082623,3000,120,120,120,120,120,329,329,289
29768,082900,0,-17,0,-17,52,52,128,212,217
29769,083846,226,297,297,297,222,222,299,390,308
29770,084100,0,0,0,0,0,0,78,78,3000
29771,085505,485,416,416,480,480,480,510,510,408
29772,085300,0,-28,-28,-28,-28,-28,-28,0,-63
29773,085900,0,0,0,0,0,0,0,86,1
29774,091344,3000,338,338,338,316,316,316,431,431
29775,092102,3000,476,476,476,466,466,476,533,533
29776,091856,3000,50,50,100,100,100,100,132,65
29777,093049,589,589,734,734,734,773,773,803,3000
29778,093229,329,387,387,475,475,475,442,442,3000
29779,093526,26,26,26,74,74,74,26,10,-63
29780,095242,582,671,671,671,719,719,719,753,690
29781,095928,3000,382,382,382,411,411,342,342,342
29782,101051,3000,585,585,522,585,585,651,651,581
29783,100734,94,94,166,94,94,234,3000,167,167
29784,102251,3000,345,345,345,345,345,330,287,204
29785,102154,-6,54,54,54,57,48,48,48,43
29786,103100,0,0,0,0,93,93,50,50,50
29787,104000,0,144,144,214,214,214,248,248,182
29788,105022,82,22,22,22,22,77,77,82,95
29789,110134,214,214,214,214,156,156,156,111,46
29790,110744,44,44,44,56,56,56,90,90,59
29791,111714,74,74,74,180,180,180,180,180,180
29792,112600,0,16,16,16,16,16,16,11,-49
29793,113500,0,244,244,244,301,301,293,293,293
29794,114612,132,139,139,140,119,140,245,245,176
29795,115346,46,46,124,124,190,190,138,138,138
29796,120645,285,229,229,338,338,338,271,271,271
29797,121200,0,0,43,103,103,103,33,33,33
29798,122007,7,4,7,96,96,96,60,-25,-25
29799,123319,319,379,379,379,395,395,395,395,486
29800,123712,12,12,12,12,12,3000,0,12,-102
29801,124633,93,93,93,125,125,125,51,51,69
29802,125400,0,0,0,0,0,0,0,0,-96
29803,130805,365,365,365,319,319,319,3000,283,283
29804,131419,3000,40,107,107,107,3000,10,3000,-144
29805,132539,399,325,325,325,319,325,319,274,274
29806,132800,0,0,0,-48,-48,-48,0,51,-17
29807,133700,0,0,0,54,54,54,0,0,-103
29808,134733,93,78,78,78,78,23,23,0,0
29809,140901,3000,622,622,579,579,579,418,418,3000
29810,141009,82,150,150,3000,53,53,3000,0,3000
29811,142322,3000,403,435,3000,3000,3000,3000,3000,3000
29812,142127,0,0,3000,3000,3000,3000,3000,3000,3000
