30123,185717,3000,131,131,131,190,131,131,233,233
30122,185638,3000,3000,3000,397,397,397,406,406,331
30124,190219,19,19,19,19,19,19,19,3000,97
30125,191006,-54,81,81,81,81,81,104,74,74
30126,192718,3000,252,252,222,222,222,222,256,256
30127,193000,0,0,0,0,37,37,37,0,0
30128,194021,21,21,21,21,21,66,66,66,92
30129,194956,-4,-4,0,77,77,77,20,20,20
30130,200102,62,62,62,62,17,3000,17,17,17
30131,201120,80,-14,-14,60,60,60,60,0,0
30132,202351,171,171,171,212,212,212,212,212,152
30133,203430,90,-6,-6,-6,-6,36,36,36,-20
30134,205014,3000,128,128,128,116,116,116,95,95
30135,205701,1,1,1,1,47,47,47,47,0
30136,210905,5,5,5,62,62,62,0,0,-66
30137,212000,0,62,62,141,141,141,167,167,97
30138,213306,66,66,66,127,127,196,196,196,185
30139,214554,3000,-38,36,36,36,70,0,0,-64
30140,215720,80,-6,-6,-6,79,79,172,172,79
30141,221020,200,200,200,200,191,191,266,266,266
30142,222141,101,101,101,101,161,161,93,93,21
30143,223627,87,87,87,148,148,210,210,210,197
30144,224900,0,24,24,24,24,24,24,34,-30
30145,230300,0,71,71,148,220,220,220,220,229
30146,231719,19,66,66,66,66,66,92,28,-46
30147,233504,3000,212,212,292,292,355,355,355,374
30148,234300,0,31,31,31,103,103,3000,2,2
30149,000119,3000,-86293,107,107,107,107,107,107,52
30150,001144,44,35,35,83,83,83,0,0,-2
30151,003036,336,336,336,393,393,393,393,393,393
30152,004509,309,309,371,434,434,434,434,359,359
30153,010003,303,303,303,303,394,394,455,455,455
31183,053926,3000,3000,3000,3000,3000,3000,3000,3000,65
31184,055214,3000,3000,3000,3000,3000,3000,3000,0,-85
31185,060714,3000,3000,3000,3000,3000,3000,3000,0,0
